,Name,Address,Rating,latitude,longitude,genera_type,place_id,icon,business_status,type
23,استديوهات وأكاديمية روائع,"2662 Aws Bin Thabit, Jeddah",4.7,21.6563585,39.127804,"['electronics_store', 'home_goods_store', 'school', 'point_of_interest', 'store', 'establishment']",ChIJT9i20r3ZwxURj3m2hd00Ee8,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,electronics_store
24,Resorts Holding Company,"مبنى ادارة منتجعات القابضة, حي المحمدية، جدة المملكة العربية السعودية, Jeddah",4.5,21.6552616,39.12482019999999,"['travel_agency', 'lodging', 'point_of_interest', 'establishment']",ChIJGc9jYbnPwxURXCLtvzJQMP8,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,OPERATIONAL,travel_agency
25,Sanabel Al-Salam,"Prince Sultan Road, Jeddah",3.8,21.6525953,39.1259623,"['food', 'point_of_interest', 'store', 'establishment']",ChIJjVN8TZbZwxUROhz89-T8fas,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,food
26,Allied Solutions KSA,"شارع الامير سلطان تقاطع اوس بن ثابت, مبنى منتجعات القابضة الدور الثالث, Jeddah",3.5,21.65539399999999,39.12484600000001,"['point_of_interest', 'establishment']",ChIJfSJcYbnPwxURwET2VkR1LoQ,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
27,PAPERMOON,"الشركه الوطنيه للمياه, طريق الأمير سلطان الفرعي بالقرب من, Jeddah",4.1,21.6564673,39.1244215,"['point_of_interest', 'store', 'establishment']",ChIJi_jiP73ZwxURw5Z1JHd2OKU,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,CLOSED_TEMPORARILY,point_of_interest
28,National Water Company,"M44F+GR6, شارع الأمير سلطان بن عبدالعزيز، المحمدية،, Jeddah",2.4,21.6562929,39.1245094,"['point_of_interest', 'establishment']",ChIJ-XtyQL3ZwxURsHUI9fNt-nM,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,OPERATIONAL,point_of_interest
29,McDonald's,"Prince Sultan Road, Mohammadia, Near Royal Pavillion Traffic Light North, Jeddah",4,21.6585235,39.12344030000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJjVSVzrzZwxUR3VXSoypKd6E,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
30,Burger King - Sultan St,"Opposite Bakhshs Garden, Prince Sultan Branch Road, Jeddah",3.8,21.654539,39.125038,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJrRkw2JfZwxURv4LQLc6pw3M,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
31,شركة آساد المحدودة,"Prince Sultan Road, Jeddah",4,21.6583612,39.12246280000001,"['general_contractor', 'point_of_interest', 'establishment']",ChIJBxG8zg_RwxURWQPUM5cYsdo,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,general_contractor
32,برج العليا Olaya Tower 8370,"Prince Sultan Road, M45C+9X8, Jeddah",4.1,21.6584002,39.12245009999999,"['real_estate_agency', 'point_of_interest', 'establishment']",ChIJ2RXuL6PZwxURtYIa59iLZRA,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,real_estate_agency
33,My Clinic,"Prince Sultan Road, Jeddah",3.8,21.65913789999999,39.1226109,"['hospital', 'health', 'point_of_interest', 'establishment']",ChIJq1MvMaPZwxURqz9Cv9cOvJ0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,hospital
34,BOUTHAINA Salon & Spa (Mohamadya),"2212 جنادة بن ابي امية, Jeddah",3.7,21.6595717,39.12321329999999,"['beauty_salon', 'point_of_interest', 'establishment']",ChIJT89crbzZwxURN4YtMzUst88,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,beauty_salon
35,SAICO Insurance | الشركة العربية السعودية للتأمين التعاوني (سايكو),"Prince Sultan Road, M45F+V72, Jeddah",2.9,21.6596317,39.1231417,"['point_of_interest', 'establishment']",ChIJ76QUU6PZwxURt7lPOmBbbm8,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
36,Samar Alhaysooni Law Firm مكتب سمر سمير الحيسوني للمحاماة,"2441 Abi Al Hasan Ibn Ismail, JEMA6220, 6220, Jeddah",4.3,21.6537537,39.1255987,"['point_of_interest', 'establishment']",ChIJISKmWUXawxUR3lhcCXOstaM,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
37,My Clinic Parking مواقف عيادتي,"M45C+JJC, Jeddah",3.6,21.6590748,39.1215002,"['point_of_interest', 'establishment']",ChIJd-kLPKPZwxURH-XHRybjddc,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
38,Scan Tool Line,"Prince Sultan Road, Jeddah",4.4,21.6532872,39.1256082,"['point_of_interest', 'establishment']",ChIJZSufJy_XwxURwJYZ6N_r-xc,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
42,مدرسة البساط الاخضر العالمية بجدة Green Grass International School,"9261 الامير سلطان فرعي, 2219, Jeddah",4,21.651968,39.1277891,"['school', 'point_of_interest', 'establishment']",ChIJY_5mepbZwxUR3Vv0um12yAs,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,OPERATIONAL,school
47,Dunkin' Donuts,"Prince Sultan Road, Jeddah",4.1,21.6482267,39.1275476,"['cafe', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",ChIJ82XNVYzZwxURKrwPhezel4I,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,cafe
48,Neamah Bakery and Sweets - مخابز وحلويات نعمة‎,"8817 شارع الأمير سلطان, Jeddah",4,21.6479363,39.12771799999999,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",ChIJX6kLab3ZwxURzpFKRrBPzBU,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,bakery
50,Gold Sushi Club,"Dist, Prince Sultan Road, Jeddah",4.1,21.6474901,39.1278283,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJrwcqZJHZwxURFH6UBYBUU9s,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
51,Othman bin Mazon Primary School,"M42J+QC5, Jeddah",3.8,21.651889,39.13111499999999,"['primary_school', 'school', 'point_of_interest', 'establishment']",ChIJB1RtC5XZwxUR15iZvCduBPY,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,OPERATIONAL,primary_school
52,abwab.com - تطبيق أبواب للعقارات,"Prince Sultan Branch Road, Jeddah",4,21.6470682,39.1283116,"['real_estate_agency', 'point_of_interest', 'establishment']",ChIJ0cUXY5HZwxURU5rj6r9x_bQ,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,real_estate_agency
56,Munch Bakery,"Prince Sultan Road, Jeddah",4.4,21.64718809999999,39.1278606,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",ChIJ3e4FeK7ZwxURRgJLSeyo6pQ,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,bakery
57,The British International School of Jeddah,"6628 4837 Ihsan Abbas, Jeddah",3.7,21.6467546,39.1239405,"['school', 'point_of_interest', 'establishment']",ChIJh77cXJDZwxURMbeWJ6sOozs,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,OPERATIONAL,school
58,Sushi Yoshi,"أم المؤمنين مارية رضي الله عنها, M42G+VCF, Jeddah",3.9,21.6521922,39.1260327,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJVSg8VJbZwxUR2runRmsMq6c,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
61,Daan Pharmacy,"J4RJ+H4W, Jeddah",3.8,21.6414991,39.1303392,"['pharmacy', 'store', 'health', 'point_of_interest', 'establishment']",ChIJUQWluo3ZwxURqy985tkLTl0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,OPERATIONAL,pharmacy
62,American Corner,"J4RJ+M25, Jeddah",3.9,21.6416497,39.1301244,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJ9ugu43ZwxURpV7Xoakwqkk,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
63,Dar Nasief real estate developer,"8515 Prince Sultan Road, Jeddah",5,21.645097,39.1289174,"['general_contractor', 'point_of_interest', 'establishment']",ChIJqcOqulPYwxURLynDSan5X8o,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,general_contractor
64,Dextra Middle East (Jeddah branch),"7th Floor, Shaker Center, Prince Sultan Street, 21493, جدة",3,21.645166,39.1288333,"['store', 'point_of_interest', 'establishment']",ChIJ_b2dI5LZwxURVh0XXy6CU40,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,store
65,Catalyst Group,"8495 الامير سلطان فرعي, Jeddah",5,21.6451905,39.128885,"['point_of_interest', 'establishment']",ChIJz1oKI5LZwxURGZNMz-oUJsU,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
66,Talah AlJood,"Prince Sultan Road, J4WH+3FM, Jeddah",4.2,21.6452075,39.12868149999999,"['food', 'store', 'point_of_interest', 'establishment']",ChIJM1yEJpLZwxURWAy7oE0ycO0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,food
67,"Manar Khashifaty interior design & general contractor , Shaker Center.","Prince Sultan Rd, J4WH+4G9, Jeddah",4.6,21.6452882,39.12886450000001,"['point_of_interest', 'establishment']",ChIJ7eJ4I5LZwxURvhmiCrYC_pA,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
68,Hardee's,"AMIR SULTAN STREET, Al Naim, JEDDAH SAUDI ARABIA",3.8,21.6405502,39.1306243,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJR6-FU4zZwxUR9uCzhIAQWk4,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
70,مركز شروق الشمس للعلاج الطبيعي المكثف,"جده حي المحمديه طريق الامير سلطان شمال جرير مول, Jeddah",4.4,21.6416328,39.1295148,"['health', 'point_of_interest', 'establishment']",ChIJBw4Hu43ZwxURnyGhgKpWYm4,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,health
72,فن تايم بيتزا Fun Time Pizza,"Prince Sultan Road, Jeddah",4.2,21.6410691,39.1303999,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJaXngrY3ZwxUROXa4ZU20d7o,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
74,بيت الكنافة Kunafah House,"Sultan Street, Jeddah",3.6,21.640785,39.1304372,"['food', 'store', 'point_of_interest', 'establishment']",ChIJZ0ZSrI3ZwxURbUWMBVuvrEk,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,food
76,Hajeej Tarvels حجيج للسفريات,"J4WM+67X, Jeddah",3.8,21.6456009,39.13324710000001,"['travel_agency', 'point_of_interest', 'establishment']",ChIJHamBLpPZwxURB4nY2UtaCHo,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,travel_agency
77,Vega Education Consultancy,"J4WM+699, Jeddah",3.5,21.645535,39.13348500000001,"['travel_agency', 'point_of_interest', 'establishment']",ChIJ74O-MpPZwxURXrbhzM_9GDM,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,travel_agency
78,شركة داعـم الحديثة للخدمات المساندة,"8582 سويد بن صخر, Al Muhammadiyah District,, جدة",4.2,21.645726,39.1334385,"['point_of_interest', 'establishment']",ChIJtz9tM5PZwxURbLjupuPwZMg,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
84,REDTAG,"Prince Sultan Road, Jeddah",4,21.6387337,39.131777,"['clothing_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJWRbvkIzZwxURgZRK-7gz5sc,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,clothing_store
85,TNT Express,"1St Floor Massarah Plaza, Jeddah",2.6,21.6379839,39.1317957,"['point_of_interest', 'establishment']",ChIJ3ePFnYzZwxURfn6oLHPs2u4,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
86,SNB ATM,"J4PJ+XCH, Jeddah",3.6,21.637437,39.13110209999999,"['atm', 'finance', 'point_of_interest', 'establishment']",ChIJx5PCeYvZwxURh5QzoKNxFf0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png,OPERATIONAL,atm
87,Barn's | بارنز,"Prince Sultan Branch Road, Jeddah",4.2,21.6373724,39.13122379999999,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpQ1nd4vZwxUR-bnWSeZKlMg,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,OPERATIONAL,cafe
88,Petromin Express,"Next to Saudi Council of Engineers, Prince Sultan Branch Rd, Sahel Gas Station, Jeddah",4.4,21.637417,39.13073199999999,"['car_repair', 'store', 'point_of_interest', 'establishment']",ChIJxW9pnYvZwxURv1s4oXcCWgA,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,car_repair
89,Subway,"8470, 8470 Prince Sultan Street, Jeddah",4,21.637369,39.130725,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJW7hTdovZwxURwYCYg66Zw60,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
90,Arabian Oud,"7871 طريق الامير سلطان, 2647, An Naim District, جدة",4.1,21.6393611,39.1318199,"['clothing_store', 'store', 'point_of_interest', 'establishment']",ChIJK-zi4IzZwxURw3CFXNwZKec,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,clothing_store
91,Saudi Council of Engineers,"J4PJ+RC6, Jeddah",3.9,21.637034,39.13100479999999,"['point_of_interest', 'establishment']",ChIJueKrdYvZwxURGps4bczTNOE,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,OPERATIONAL,point_of_interest
92,هيئة المهندسين السعوديين بجدة,"Prince Sultan Branch Road, J4PJ+RC2, Jeddah",3.6,21.6370232,39.1310027,"['point_of_interest', 'establishment']",ChIJlSuzdYvZwxURAvTYjewL1Co,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,OPERATIONAL,point_of_interest
93,FireGrill,"Prince Sultan Road, Jeddah",4.1,21.6372053,39.132021,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJIc20ZovZwxURTkdtk-agTQg,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
94,عالم الخزائن Closet World,"حي النعيم 7681 طريق الامير سلطان - المسرة بلازا, جدة",4,21.6373291,39.132225,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJjfhjYYvZwxUR-sUunqO5G6k,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,furniture_store
95,KFC,"Amir Sultan St. Mohmdia, جدة",3.7,21.64026969999999,39.1306936,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ0WW_VozZwxURuRWrYODJla4,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
96,Domino's Pizza,"2770 طريق الأمير سلطان الفرعي, Jarir Mall, جدة",3.9,21.63977329999999,39.1326041,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJK3k91ozZwxURRiCiF9GWVO0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,meal_delivery
97,Mikyajy مكياجي,Jeddah,4.5,21.6398917,39.1325035,"['clothing_store', 'store', 'point_of_interest', 'establishment']",ChIJxasalYzZwxURx6UcB4DRsDI,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,clothing_store
98,Jarir Bookstore | مكتبة جرير,"طريق الأمير سلطان الفرعي, Jarir Mall, جدة",4.2,21.6400189,39.1323625,"['book_store', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJy48x24zZwxUR9BBszGzXCMc,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,book_store
101,SAB الأول,"النهضه, طريق الأمير سلطان, Prince sultan Rd, جدة",2.7,21.6331951,39.1326989,"['bank', 'finance', 'point_of_interest', 'establishment']",ChIJMXbipIrZwxUR8H38smg4HgM,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,OPERATIONAL,bank
102,SNB AlAhli,"Prince Sultan Ibn Abdulaziz, J4JM+W5, Jeddah",2.5,21.6323727,39.132945,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",ChIJy18SBiDawxURs2_dFhr8Vxg,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png,OPERATIONAL,bank
103,Wared Logistics,"Prince Sultan Road, Jeddah",3.8,21.6294419,39.13426229999999,"['point_of_interest', 'establishment']",ChIJkSY0eB_awxURpxid32r_1RE,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
104,SNB AlAhli ATM,Jeddah,3.4,21.63231739999999,39.13311569999999,"['atm', 'finance', 'point_of_interest', 'establishment']",ChIJizy4BiDawxURox8LiYnWX_w,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png,OPERATIONAL,atm
105,Holi Indian Restaurant,"Prince Sultan Road, Jeddah",3.7,21.631674,39.1334369,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJvcngHSDawxURDb52s5gH9EM,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,OPERATIONAL,restaurant
106,Amlak International For Real Estate Development & Finance Co.,"Prince Sultan Road, Jeddah",3.4,21.6312555,39.1335542,"['finance', 'point_of_interest', 'establishment']",ChIJVwUuHiDawxURxGti1aRdctY,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,finance
107,Day Care Skills Center,"حي النعيم، شارع مكي بن عزو, Jeddah",4.4,21.6344016,39.1352127,"['school', 'point_of_interest', 'establishment']",ChIJn9e84fTZwxURjUYwL_RNw_E,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,OPERATIONAL,school
108,زهير فايز ومشاركوه للاستشارات الهندسية Zuhair Fayez Partnership,"7900, Al Muhammadiyah District, جدة",4.2,21.632261,39.13014,"['point_of_interest', 'establishment']",ChIJb1VVkiDawxUR6KCbndc69Yc,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
109,DGIT,"7664 Prince Sultan Road, Jeddah",5,21.6301259,39.1337921,"['point_of_interest', 'establishment']",ChIJXUw2gR_awxUR_UlrQoLduNY,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
110,Phenomenal,"J4JM+3H5, Jeddah",4.4,21.6301474,39.1339931,"['point_of_interest', 'establishment']",ChIJJ4F6gR_awxUR2ucfOCuqOKM,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
111,شركة مستشارك المتكامل للصيانة و التشغيل MAMCO,"حي النهضة شارع أروى بنت عبدالمطلب 5021 23615 7771, جدة",4,21.631286,39.130486,"['general_contractor', 'point_of_interest', 'establishment']",ChIJ577v-SDawxURMEiq09Vkh1k,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,general_contractor
112,Tasheel Information Technology,"Mohammad Ibn Al Muthanna Street, J4JH+VXH, Jeddah",4.5,21.6321956,39.1299936,"['point_of_interest', 'establishment']",ChIJJ0ZY6yDawxURwZjeFHvBBSY,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
113,BEAUTY MILANO,"Prince Sultan Branch Road, Jeddah",4,21.6301,39.13393070000001,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJyxoPgR_awxURm51QAJ9RNbQ,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,shopping_mall
114,flyadeal,"7884 Al Muhammadiyah District Short Address: JEMA7884, جدة",2.1,21.6320779,39.1299472,"['point_of_interest', 'establishment']",ChIJv8PEkCDawxUR6ITGW-xsFP4,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
115,Fuji Yida Elevator & Escalators,"Prince Sultan Road, Jeddah",5,21.629656,39.1338215,"['point_of_interest', 'establishment']",ChIJk4AfiUfQwxUREw6t0CteukE,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
116,STC Devices Service Center,"Prince Sultan Road, Jeddah",3.8,21.6296616,39.13413570000001,"['point_of_interest', 'establishment']",ChIJjWokGdHPwxURVx9vKwCSwQ0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
117,مركز التأهيل الأكاديمي والمهارات الحياتية,"5060 ابو الحجاج الاشعري, حي النهضة، 7686, جدة",4.5,21.63024,39.1308029,"['school', 'point_of_interest', 'establishment']",ChIJaYbUACHawxURnh_nTb9Khe4,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,CLOSED_TEMPORARILY,school
118,Hafele KSA Head Office - 5th Floor,"7552 Prince Sultan Road, Jeddah",4.3,21.6291614,39.13413209999999,"['point_of_interest', 'establishment']",ChIJ-bzJeh_awxURihOcBfP5kjI,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
123,مسك الأولى القابضة ، برج الجوهرة ، الدور الخامس,"Prince Sultan Rd طريق الامير سلطان, An Naim District, جدة",4.3,21.6271073,39.1359935,"['point_of_interest', 'establishment']",ChIJ6yi2Kx_awxURgUpVto6WCJQ,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
124,صيدلية سلامه,"Prince Sultan Branch Road, Jeddah",4,21.6267185,39.13541130000001,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",ChIJxQP-zRjawxURA68wIeNa2I0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,OPERATIONAL,pharmacy
125,Retro Shop,"6465 Prince Sultan Road, حي النعيم, 3075, Jeddah",4.6,21.6267606,39.1360978,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJ3US-Kh_awxURUZ8MUUiQQrk,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,OPERATIONAL,home_goods_store
126,Fast Aviation Travel & Tourism,"7474 Prince sultan ST, Jeddah",4.1,21.6283776,39.13468869999999,"['travel_agency', 'point_of_interest', 'establishment']",ChIJfYjpIYrPwxURKZOWl2pzNiI,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,travel_agency
127,العالمية بزنس بارك,"7284 5508 Prince Sultan Road, Jeddah",4.4,21.6265035,39.1351849,"['point_of_interest', 'establishment']",ChIJ8WpRyRjawxURX1KWYh-AgGE,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
128,Qurtubah Private Schools - Primary Section,"Prince Sultan Ibn Abdulaziz, J4GM+FRQ, جدة",4.3,21.6262092,39.1346231,"['school', 'point_of_interest', 'establishment']",ChIJyy00uRjawxURHzZ-n9l2XXM,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,OPERATIONAL,school
129,GPM-SAUDI,"Prince Sultan Ibn Abdulaziz, J4HM+GQP, جدة",5,21.6288362,39.1344386,"['point_of_interest', 'establishment']",ChIJY5Htbh_awxURZcbu850vbBk,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,OPERATIONAL,point_of_interest
